차종,가격,연식,주행거리,연료,변속기,배기량,색상,전손이력,침수이력,소유자변경,썬루프,내비게이션,스마트키,오토라이트,주차감지센서,열선시트,통풍시트,가죽시트
(06라7199)르노코리아 뉴SM5SE,129만원,06년03월(06년형),"145,158km",가솔린,오토,"1,998cc",흰색,없음,없음,없음,0,0,0,1,0,1,0,1
(68루8156)기아 더 뉴 카니발하이리무진 2.2 디젤 9인승 프레스티지 하이루프,"2,990만원",18년10월(19년형),"78,019km",디젤,오토,"2,199cc",진주색,없음,없음,없음,0,1,1,1,1,1,1,1
(823수2402)현대 포터2초장축 내장탑차 슈퍼캡 SUP,"1,200만원",18년05월(18년형),"101,028km",디젤,오토,0cc,흰색,없음,없음,1회,0,1,0,0,0,0,0,0
(89무7715)현대 그랜드스타렉스5인승 밴 CVX 스마트,"1,120만원",16년08월(17년형),"95,839km",디젤,수동,"2,497cc",회색,없음,없음,2회,0,1,0,0,1,1,0,1
(39가2954)기아 올 뉴 K31.6 가솔린 노블레스,"1,750만원",18년12월(19년형),"55,996km",가솔린,오토,"1,598cc",회색,없음,없음,1회,1,1,1,1,1,1,1,1
(117마5188)기아 더 뉴 쏘렌토2.0 디젤 2WD 프레스티지,"1,920만원",19년07월(20년형),"120,521km",디젤,오토,"1,995cc",흰색,없음,없음,1회,0,0,0,0,0,1,0,0
(226로2621)현대 더 뉴 그랜저2.5 익스클루시브,"2,770만원",19년12월(20년형),"31,878km",가솔린,오토,0cc,검정색,없음,없음,2회,0,1,1,0,0,1,0,0
(122하8468)현대 쏘나타 하이브리드 (DN8)2.0 하이브리드 모던,"2,150만원",21년09월(22년형),"68,000km",하이브리드(가솔린),오토,"1,999cc",회색,없음,없음,없음,0,0,1,1,1,1,1,0
(204거7348)현대 베뉴가솔린 1.6 모던 플러스,"1,690만원",22년03월(22년형),"46,768km",가솔린,오토,"1,598cc",회색,없음,없음,1회,0,1,0,0,0,0,1,1
(140하7989)기아 모닝 어반(JA)1.0 가솔린 프레스티지,890만원,21년03월(21년형),"39,000km",가솔린,오토,998cc,회색,없음,없음,없음,0,0,1,1,1,1,1,1
(08더7421)한국GM 쉐보레 올란도LPG LT 세이프티,800만원,18년02월(18년형),"140,307km",LPG,오토,"1,998cc",흰색,없음,없음,2회,0,1,1,0,1,1,1,0
(353구5496)현대 더 뉴 그랜저2.5 프리미엄 초이스,"2,690만원",20년02월(20년형),"39,397km",가솔린,오토,0cc,검정색,없음,없음,1회,0,0,0,0,0,1,0,0
(48주0346)KG모빌리티 티볼리가솔린 삼바 에디션,980만원,16년08월(16년형),"79,723km",가솔린,오토,0cc,흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(61저6050)기아 더 뉴 모하비4WD VIP 7인승,"2,350만원",18년03월(18년형),"76,840km",디젤,오토,"2,959cc",흰색,없음,없음,2회,0,1,1,1,1,1,1,1
(306버3637)제네시스 G803.3 GDI 럭셔리,"1,620만원",16년10월(17년형),"142,292km",가솔린,오토,"3,342cc",검정색,없음,없음,8회,0,1,1,1,1,1,1,1
(53라6056)한국GM 쉐보레 스파크LS 스타,290만원,12년08월(12년형),"87,697km",가솔린,오토,995cc,흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(39다6328)제네시스 G803.3 GDI AWD 프레스티지,"2,580만원",18년03월(18년형),"36,948km",가솔린,오토,"3,342cc",회색,없음,없음,4회,0,1,1,1,1,0,1,1
(25조5565)한국GM 올 뉴 말리부2.0 터보 LTZ 프리미엄,"1,480만원",17년03월(17년형),"70,047km",가솔린,오토,"1,998cc",검정색,없음,없음,3회,0,1,1,1,1,1,1,1
(83구0833)현대 포터2초장축 하이내장탑차 일반캡 SUP,"2,650만원",19년10월(20년형),"48,577km",디젤,오토,0cc,흰색,없음,없음,4회,0,0,0,0,0,0,0,0
(176두2221)제네시스 GV803.0 디젤 AWD,"5,600만원",20년02월(20년형),"72,573km",디젤,오토,0cc,검정색,없음,없음,1회,0,0,1,0,0,0,0,0
(226로2648)기아 더 뉴 모하비4WD 프레지던트 5인승,"2,650만원",19년02월(19년형),"60,690km",디젤,오토,0cc,흰색,없음,없음,1회,0,1,1,0,0,0,0,0
(60저9771)현대 싼타페 TM디젤 2.0 2WD 프레스티지,"1,990만원",18년03월(19년형),"108,692km",디젤,오토,"1,995cc",흰색,없음,없음,1회,1,0,1,1,1,1,1,1
(45조8600)르노코리아 All New SM7RE35,390만원,11년11월(12년형),"167,033km",가솔린,오토,"3,498cc",흰색,없음,없음,4회,1,1,1,1,1,1,1,0
(226로2631)현대 싼타페 TM가솔린 2.0T 2WD 익스클루시브,"2,349만원",20년04월(20년형),"62,635km",가솔린,오토,"1,998cc",회색,없음,없음,1회,0,1,1,1,1,1,1,1
(80버0506)한국GM 뉴 라보내장탑차 롱카고,699만원,19년10월(20년형),"73,219km",LPG,수동,0cc,흰색,없음,없음,2회,0,0,0,0,0,1,0,0
(145오9666)제네시스 G80(RG3)3.5 T-GDi 2WD,"4,350만원",20년09월(21년형),"33,000km",가솔린,오토,"3,470cc",흰색,없음,없음,없음,0,1,1,1,1,1,1,1
(394무1393)기아 모하비 더마스터3.0 디젤 4WD 마스터즈,"3,250만원",19년09월(20년형),"84,996km",디젤,오토,"2,959cc",쥐색,없음,없음,1회,0,1,1,1,1,1,1,1
(29수5219)현대 그랜저HGHG300 프라임,449만원,12년04월(12년형),"190,000km",가솔린,오토,"3,000cc",검정색,없음,없음,없음,0,1,1,1,1,1,1,1
(38오0352)한국GM 올 뉴 말리부1.5 터보 LS 디럭스,950만원,16년06월(17년형),"88,916km",가솔린,오토,"1,490cc",흰색,없음,없음,2회,1,0,1,1,1,1,0,0
(149호6321)기아 카니발 4세대D2.2 9인승 노블레스,"3,300만원",21년02월(21년형),"35,900km",디젤,오토,"2,151cc",검정색,없음,없음,없음,1,1,1,1,1,1,1,1
(804노7701)현대 포터2초장축 슈퍼캡 저상내장탑차 스타일,"1,990만원",22년06월(22년형),"36,710km",디젤,오토,"2,497cc",흰색,없음,없음,없음,0,0,0,1,1,1,1,1
(56무6721)기아 뉴모닝SLX 고급형 블랙프리미엄,290만원,10년03월(11년형),"70,489km",가솔린,오토,999cc,검정색,없음,없음,3회,0,0,0,0,1,1,1,0
(109거4853)제네시스 G903.8 GDi AWD 럭셔리,"4,750만원",21년02월(21년형),"81,858km",가솔린,오토,"3,778cc",회색,없음,없음,없음,0,0,0,0,0,0,0,0
(48너5443)현대 그랜저HGHG240 럭셔리,620만원,11년06월(11년형),"136,730km",가솔린,오토,"2,359cc",흰색,없음,없음,4회,0,0,0,0,0,1,0,0
(68어1214)현대 아반떼AD1.6 e-VGT 스마트,599만원,15년12월(16년형),"165,636km",디젤,오토,"1,582cc",회색,없음,없음,3회,0,1,1,1,1,0,1,0
(49구1948)현대 싼타페 DMR2.0 2WD PREMIUM 기본형,"1,220만원",14년07월(15년형),"94,212km",디젤,오토,"1,995cc",검정색,없음,없음,3회,0,1,1,1,1,1,1,1
(91무0282)기아 봉고31톤 초장축 킹캡 CRDi GX,"1,040만원",18년09월(19년형),"128,540km",디젤,오토,"2,495cc",흰색,없음,없음,4회,0,0,0,0,0,0,0,0
(840오9157)기아 더 뉴 봉고3내장탑차 1톤 표준형 킹캡 초장축 L라이트,"2,170만원",23년08월(23년형),"3,621km",디젤,오토,"2,497cc",흰색,없음,없음,2회,1,1,1,0,1,1,1,1
(36주0858)현대 LF쏘나타2.0 스마트 스페셜,"1,190만원",15년12월(16년형),"131,135km",가솔린,오토,"1,999cc",회색,없음,없음,2회,0,1,1,1,1,0,1,1
(89저1509)KG모빌리티 코란도 스포츠CX7 4WD 패션,550만원,14년04월(14년형),"241,367km",디젤,오토,"1,998cc",흰색,없음,없음,9회,1,1,0,1,1,1,1,0
(101오2276)기아 더 뉴 쏘렌토2.0 디젤 2WD 노블레스,"2,080만원",19년03월(20년형),"88,926km",디젤,오토,"1,995cc",흰색,없음,없음,1회,0,1,1,0,0,1,0,0
(05우2411)기아 더 뉴 카니발하이리무진 2.2 디젤 9인승 노블레스 스페셜,"2,890만원",18년08월(19년형),"113,638km",디젤,오토,"2,500cc",흰색,없음,없음,3회,0,1,1,0,0,1,0,0
(81수2702)현대 그랜드스타렉스5인승 밴 CVX 럭셔리,"1,379만원",15년06월(16년형),"47,659km",디젤,오토,"2,497cc",회색,없음,없음,1회,0,0,0,0,0,0,0,0
(10수5330)한국GM 쉐보레 캡티바4WD LTZ 7인승,580만원,13년03월(13년형),"147,485km",디젤,오토,"2,200cc",흰색,없음,없음,5회,1,0,1,1,1,1,1,0
(195두1583)현대 올 뉴 아반떼(CN7)1.6 가솔린 N Line 스포츠,"2,190만원",21년07월(21년형),"36,802km",가솔린,오토,"1,598cc",회색,없음,없음,2회,0,1,1,1,1,1,1,1
(97누3344)기아 더 뉴 봉고3 EV1톤 2WD 초장축 킹캡 GLS,"2,400만원",20년10월(20년형),"68,135km",전기,오토,180cc,흰색,없음,없음,1회,0,0,0,1,1,1,1,1
(02나8031)기아 K5 2세대2.0 가솔린 MX 럭셔리,"1,300만원",18년01월(18년형),"66,707km",가솔린,오토,"1,999cc",그래비티 블루,없음,없음,3회,0,1,0,0,1,1,1,0
(22나5264)한국GM 더 뉴 트랙스1.4 LT 코어,"1,350만원",18년10월(19년형),"16,775km",가솔린,오토,"1,362cc",회색,없음,없음,없음,0,1,1,1,1,1,1,0
(61무0534)현대 싼타페 더 프라임디젤 R2.0 4WD 5인승 익스클루시브 기본,"1,370만원",15년11월(16년형),"151,615km",디젤,오토,"1,995cc",파랑색,없음,없음,없음,1,1,1,1,1,1,1,1
(280누1726)한국GM 더 뉴 트랙스1.4 LT 코어,"1,160만원",20년02월(20년형),"85,324km",가솔린,오토,"1,362cc",흰색,없음,없음,2회,0,0,1,1,0,1,1,0
(132가9912)기아 더 뉴 카니발9인승 2.2 디젤 프레스티지,"2,200만원",20년02월(20년형),"73,150km",디젤,오토,"2,199cc",검정색,없음,없음,1회,0,1,1,1,1,1,1,1
(131어3184)제네시스 G803.3 GDI AWD 프리미엄 럭셔리,"3,390만원",17년07월(18년형),"50,500km",가솔린,오토,"3,342cc",흰색,없음,없음,4회,0,1,1,0,1,0,1,1
(92버5394)현대 포터2초장축 슈퍼캡 CRDi PLUS 기본형,750만원,14년01월(14년형),"118,575km",디젤,수동,0cc,파랑색,없음,없음,2회,0,0,0,0,0,0,0,0
(80수0895)KG모빌리티 렉스턴 스포츠 칸2.2 디젤 5링크 4WD 노블레스,"1,850만원",20년02월(20년형),"85,635km",디젤,오토,"2,157cc",빨강,없음,없음,1회,0,0,0,0,0,0,0,0
(179어8878)기아 K5가솔린 2.0 럭셔리,389만원,11년10월(12년형),"180,000km",가솔린,오토,"2,000cc",흰색,없음,없음,4회,0,1,1,1,1,0,1,0
(193머6533)현대 싼타페 TM디젤 2.0 2WD 프레스티지,"2,699만원",20년02월(20년형),"46,000km",디젤,오토,"1,995cc",회색,없음,없음,1회,0,1,1,1,0,1,1,1
(354도6372)제네시스 G80(RG3)3.5 T-GDi 2WD,"3,630만원",22년02월(22년형),"110,134km",가솔린,오토,"3,470cc",검정색,없음,없음,없음,0,1,1,1,1,0,1,1
(89두9761)현대 포터2초장축 하이내장탑차 슈퍼캡 SUP,629만원,15년12월(16년형),"210,498km",디젤,오토,"2,497cc",파랑색,없음,없음,6회,0,0,0,0,1,0,1,0
(226보6807)기아 더 뉴 카니발9인승 3.3 가솔린 노블레스 스페셜,"2,290만원",20년01월(20년형),"87,279km",가솔린,오토,"3,342cc",검정색,없음,없음,3회,1,1,1,0,1,1,1,1
(80어9545)KG모빌리티 코란도 스포츠CX7 4WD 클럽,"1,060만원",15년01월(15년형),"66,409km",디젤,오토,"1,998cc",회색,없음,없음,없음,0,1,1,0,1,0,0,0
(238수4805)르노코리아 더 뉴 QM62.0 LPe 2WD RE Signature,"2,250만원",19년11월(20년형),"34,112km",LPG,오토,"1,998cc",흰색,없음,없음,없음,0,0,0,0,0,0,0,0
(100저4566)현대 에쿠스(신형)VS380 럭셔리,620만원,10년06월(10년형),"167,000km",가솔린,오토,"3,778cc",검정,없음,없음,3회,0,0,0,0,0,0,0,0
(157도7247)제네시스 GV70가솔린 2.5T AWD,"4,580만원",21년06월(21년형),"29,396km",가솔린,오토,"2,497cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,1
(52나3754)현대 아반떼MDM16 GDi PREMIER,420만원,11년06월(12년형),"149,353km",가솔린,오토,"1,591cc",흰색,없음,없음,6회,0,1,1,1,1,1,1,0
(55누6283)현대 쏘나타 더 브릴리언트CVVL 블루세이버,629만원,13년05월(13년형),"113,329km",가솔린,오토,"1,999cc",회색,없음,없음,1회,0,0,1,0,1,1,1,0
(275부8385)현대 펠리세이드2.2 디젤 7인승 프레스티지,"2,860만원",22년06월(22년형),"58,938km",디젤,오토,"2,199cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,1
(341어3821)기아 더 K93.3 GDI AWD 기본형,"3,350만원",20년01월(20년형),"78,694km",가솔린,오토,"3,342cc",흰색,없음,없음,없음,0,1,1,1,1,1,1,1
(840러2586)기아 더 뉴 봉고3내장탑차 1톤 저상형 킹캡 초장축 L라이트,"2,330만원",23년06월(23년형),"2,700km",디젤,오토,"2,499cc",흰색,없음,없음,1회,0,0,0,1,1,0,0,0
(32보6647)KG모빌리티 뉴코란도 C2.0 CVS 2WD 고급형,480만원,14년09월(15년형),"130,000km",디젤,오토,0cc,회색,없음,없음,없음,0,1,0,0,0,0,0,0
(226라3829)기아 K7 프리미어2.2 디젤 프레스티지,"1,920만원",19년11월(20년형),"119,148km",디젤,오토,0cc,검정색,없음,없음,1회,0,1,1,1,1,1,1,1
(229마6505)기아 쏘렌토 4세대 하이브리드1.6 HEV 프레스티지,"4,140만원",21년07월(22년형),"9,000km",하이브리드(가솔린),오토,"1,598cc",진주색,없음,없음,없음,1,1,1,1,1,1,1,1
(23가7823)기아 all new 모닝럭셔리 스포츠,570만원,13년08월(13년형),"31,717km",가솔린,오토,0cc,회색,없음,없음,1회,0,0,0,0,0,1,0,0
(237러5220)기아 K5 3세대2.0 가솔린 트렌디,"2,090만원",22년01월(22년형),"41,643km",가솔린,오토,"1,999cc",회색,없음,없음,1회,0,1,1,1,1,1,1,0
(349소2461)현대 LF쏘나타2.0 LPI 택시 스타일,599만원,16년09월(17년형),"316,343km",LPG,오토,"1,999cc",검정색,없음,없음,1회,0,0,1,0,1,1,0,0
(89무9333)기아 더 뉴 봉고31톤 표준캡 장축 4WD GL 라이트,"1,890만원",21년05월(22년형),"47,586km",디젤,수동,0cc,파랑색,없음,없음,2회,0,0,0,0,1,1,1,0
(73누8325)KG모빌리티 코란도 투리스모4WD 익스트림 11인승,770만원,15년05월(15년형),"117,957km",디젤,오토,"1,998cc",갈색,없음,없음,3회,0,1,1,1,1,1,1,0
(32무4903)르노코리아 SM5SM525V,277만원,04년08월(04년형),"146,582km",가솔린,오토,"2,495cc",검정,없음,없음,6회,0,0,0,0,0,1,0,0
(47부8891)현대 더 뉴 아반떼1.6 GDi 모던 기본형,900만원,14년11월(15년형),"32,743km",가솔린,오토,"1,591cc",회색,없음,없음,2회,0,1,1,1,1,1,1,0
(64구0562)제네시스 G803.3 GDI AWD 럭셔리,"2,690만원",16년07월(17년형),"29,535km",가솔린,오토,"3,342cc",흰색,없음,없음,5회,0,1,1,0,0,0,0,0
(163수8276)기아 더 뉴 레이1.0 가솔린 프레스티지,"1,290만원",20년05월(20년형),"42,000km",가솔린,오토,998cc,검정색,없음,없음,없음,0,0,0,1,1,1,1,0
(140호7679)기아 셀토스1.6 가솔린 터보 2WD 시그니처,"2,080만원",20년08월(21년형),"22,800km",가솔린,오토,"1,591cc",스노우 화이트 펄,없음,없음,없음,0,1,1,1,1,1,1,1
(277다3255)KG모빌리티 G4 렉스턴2.2 4WD 화이트 에디션,"2,180만원",20년05월(20년형),"130,705km",디젤,오토,0cc,흰색,없음,없음,2회,0,0,1,1,1,1,1,1
(240노7749)기아 더 뉴 기아 레이1.0 가솔린 시그니처,"1,799만원",23년03월(23년형),"8,626km",가솔린,오토,"1,000cc",흰색,없음,없음,없음,0,1,1,1,1,1,1,1
(04고7220)현대 아반떼AD1.6 GDi Value Plus,"1,180만원",17년03월(17년형),"97,672km",가솔린,오토,"1,598cc",쥐색,없음,없음,2회,0,0,1,0,1,0,1,0
(90서9234)현대 포터2초장축 더블캡 CRDi SUP 기본형,"1,250만원",15년10월(16년형),"27,971km",디젤,수동,"2,497cc",흰색,없음,없음,3회,0,1,0,1,1,1,1,0
(845마8317)현대 포터2초장축 더블캡 CRDi Smart,"2,180만원",22년09월(22년형),"8,642km",디젤,오토,"2,497cc",흰색,없음,없음,1회,0,0,0,1,1,1,1,0
(113머8992)현대 더 뉴 아반떼 ADSmartstream G1.6 스마트,"1,040만원",19년04월(19년형),"133,093km",가솔린,CVT,"1,598cc",흰색,없음,없음,2회,0,0,0,0,0,1,0,0
(82라0931)현대 포터2초장축 슈퍼캡 CRDi Smart,"1,600만원",20년07월(20년형),"101,065km",디젤,오토,"1,000cc",흰색,없음,없음,1회,0,0,0,0,0,1,1,0
(18조0307)제네시스 EQ9003.8 GDI AWD 프리미엄 럭셔리,"2,290만원",16년11월(16년형),"140,964km",가솔린,오토,"3,778cc",회색,없음,없음,2회,0,1,1,0,0,0,0,0
(90라4742)현대 포터2초장축 슈퍼캡 CRDi Smart,"1,690만원",21년09월(22년형),"72,898km",디젤,오토,"2,497cc",흰색,없음,없음,1회,0,0,0,0,0,0,0,0
(109거4967)현대 펠리세이드2.2 디젤 7인승 익스클루시브,"2,699만원",20년03월(20년형),"83,107km",디젤,오토,"2,199cc",회색,없음,없음,없음,0,1,1,1,1,1,1,1
(40고4490)현대 넥쏘프리미엄,"2,290만원",21년10월(22년형),"39,063km",기타,오토,1cc,회색,없음,없음,1회,1,1,1,1,1,1,1,1
(65고5786)기아 올 뉴 프라이드1.6 GDI 세단 럭셔리,630만원,15년03월(14년형),"68,750km",가솔린,오토,"1,591cc",흰색,없음,없음,1회,0,1,0,1,1,1,1,0
(195하2475)기아 카니발 4세대D2.2 9인승 프레스티지,"3,130만원",23년08월(23년형),"3,380km",디젤,오토,"2,151cc",검정색,없음,없음,없음,0,1,1,1,1,1,1,1
(05누6643)기아 스팅어2.2 디젤 4WD 프라임,"2,100만원",17년12월(18년형),"89,000km",디젤,오토,0cc,흰색,없음,없음,4회,0,1,0,0,0,1,0,0
(22도5809)기아 스포티지 R2WD 디젤 TLX 고급형,730만원,11년09월(12년형),"94,011km",디젤,오토,0cc,회색,없음,없음,2회,1,0,0,1,0,0,1,0
(159루9966)현대 쏘나타 (DN8)2.0 LPG 렌터카 스타일,"1,580만원",19년07월(20년형),"92,387km",LPG,오토,"1,999cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,0
(82다7269)현대 그랜드스타렉스5인승 밴 스마트,950만원,17년09월(18년형),"218,049km",디젤,오토,"2,497cc",파랑색,없음,없음,없음,0,0,0,0,1,1,1,0
(226라3838)기아 카니발 4세대D2.2 9인승 노블레스,"2,799만원",20년11월(21년형),"94,547km",디젤,오토,0cc,흰색,없음,없음,1회,0,1,1,1,1,1,1,1
(64보6321)현대 LF쏘나타2.0 스타일 기본형,"1,070만원",15년01월(15년형),"79,482km",가솔린,오토,"1,999cc",검정색,없음,없음,1회,0,1,0,0,1,1,1,0
(140하6983)제네시스 G80(RG3)3.5 T-GDi AWD,"4,500만원",20년10월(21년형),"60,234km",가솔린,오토,"3,470cc",검정색,없음,없음,없음,0,1,1,1,1,1,1,1
(184가1874)기아 더 뉴 카니발9인승 2.2 디젤 럭셔리,"1,770만원",19년12월(20년형),"81,370km",디젤,오토,0cc,검정색,없음,없음,1회,0,1,1,0,0,1,0,0
(25보0584)르노코리아 All New SM7RE 파노라마,490만원,13년05월(13년형),"151,936km",가솔린,오토,"2,495cc",흰색,없음,없음,4회,1,1,1,1,1,1,1,0
(96소0428)KG모빌리티 렉스턴 스포츠2.2 4WD 프레스티지,"2,070만원",20년05월(20년형),"43,795km",디젤,오토,"2,200cc","파랑(남색,곤색)",없음,없음,1회,0,1,1,0,1,1,1,0
(57우4609)현대 그랜저HGHG300 익스클루시브,750만원,13년02월(13년형),"160,951km",가솔린,오토,"2,999cc",검정색,없음,없음,7회,0,1,1,1,1,1,1,1
(28버2936)기아 더 뉴 쏘렌토2.2 디젤 2WD 노블레스,"1,670만원",19년02월(19년형),"146,000km",디젤,오토,0cc,회색,없음,없음,1회,0,1,0,0,0,1,0,0
(18우0139)현대 LF쏘나타2.0 스마트 기본형,"1,099만원",15년12월(16년형),"82,227km",가솔린,오토,"1,999cc",은색,없음,없음,1회,0,1,1,1,1,0,1,0
(279라6152)제네시스 G80(RG3)2.5 T-GDi AWD,"4,999만원",20년09월(21년형),"31,730km",가솔린,오토,"2,497cc",검정,없음,없음,없음,0,1,1,0,0,0,0,0
(192더4939)현대 올 뉴 아반떼(CN7)1.6 가솔린 모던,"1,359만원",20년07월(21년형),"113,422km",가솔린,오토,"1,600cc",흰색,없음,없음,1회,0,1,1,1,1,1,1,1
(175나4548)기아 올 뉴 K72.4 GDI 노블레스,"1,790만원",18년09월(18년형),"110,000km",가솔린,오토,0cc,흰색,없음,없음,1회,1,1,1,0,0,1,0,0
(91주5308)기아 더 뉴 봉고3덤프 1톤 일반형 킹캡 장축 4WD GL라이트,"2,490만원",20년12월(20년형),"9,207km",디젤,수동,0cc,파랑색,없음,없음,2회,0,0,0,0,0,1,1,0
(13보1174)기아 레이1.0 가솔린 프레스티지,650만원,13년10월(14년형),"143,447km",가솔린,오토,998cc,진주색,없음,없음,5회,0,0,0,0,0,0,0,0
(89수3363)KG모빌리티 코란도 스포츠어드벤처 60th 에디션 4WD,820만원,14년11월(15년형),"162,298km",디젤,오토,"1,998cc",흰색,없음,없음,2회,1,1,1,1,1,1,1,0
