차종,가격,연식,주행거리,연료,변속기,색상,배기량,소유자변경,사고이력,열선시트,통풍시트,내비게이션,스마트키,썬루프,오토라이트,주차감지센서,가죽시트
르노코리아(삼성) SM5 노바 LE,620만원,15년 7월식,"134,878km",가솔린,,은색,"1,998cc",0,단순수리,1,0,1,1,0,0,0,0
기아 더 뉴 K9 2세대 3.8 GDI AWD 베스트셀렉션Ⅱ,"5,290만원",21년 10월식(22년형),"22,723km",가솔린,,쥐색,"3,778cc",0,단순수리,1,1,1,0,0,0,0,0
기아 K7 프리미어 하이브리드 프레스티지,"2,790만원",21년 3월식,"44,976km",가솔린+전기,,진주색,"2,359cc",0,무사고,1,1,1,1,0,0,0,0
기아 K5 2.0 터보 GDI 프레스티지,790만원,12년 1월식,"64,206km",가솔린,,기타,"1,998cc",0,단순수리,1,0,1,1,0,0,0,0
현대 아반떼 (CN7) 가솔린 1.6 인스퍼레이션,"1,990만원",20년 4월식(21년형),"65,691km",가솔린,,흰색,"1,598cc",0,단순수리,1,1,1,1,0,0,0,0
현대 더 뉴 그랜드 스타렉스 밴 3인승 스마트,"1,860만원",19년 8월식,"78,749km",디젤,,은회색,"2,497cc",0,무사고,1,0,1,0,0,0,0,1
BMW 5시리즈 (F10) 528i xDrive 럭셔리 플러스,"2,120만원",16년 3월식,"102,787km",가솔린,,흰색,"1,997cc",0,무사고,1,1,1,1,0,0,0,0
현대 팰리세이드 가솔린 3.8 4WD 프레스티지 (7인승),"2,900만원",19년 4월식,"45,930km",가솔린,,쥐색,"3,778cc",0,무사고,1,1,1,0,0,0,0,0
기아 올 뉴 쏘렌토 디젤 2.0 2WD 프레스티지,"1,590만원",17년 7월식,"104,058km",디젤,,흰색,"1,995cc",0,무사고,1,1,1,1,0,0,0,0
현대 그랜저 IG 3.0 익스클루시브 스페셜,"2,350만원",19년 9월식,"47,426km",가솔린,,검정색,"2,999cc",0,무사고,1,1,1,0,0,0,0,0
기아 더 뉴 모닝 럭셔리,740만원,16년 1월식,"41,455km",가솔린,,진주색,998cc,0,무사고,1,0,1,1,0,0,0,1
기아 쏘렌토 4세대 디젤 2.2 2WD 시그니처,"3,420만원",20년 4월식(21년형),"43,431km",디젤,,쥐색,"2,151cc",0,무사고,1,1,1,0,0,0,0,0
기아 더 뉴 모하비 디젤 3.0 4WD VIP,"2,310만원",19년 3월식,"89,629km",디젤,,검정색,"2,959cc",0,단순수리,1,1,1,1,0,0,0,0
제네시스 G80 3.3 GDI 프리미엄 럭셔리,"2,580만원",18년 11월식,"65,741km",가솔린,,쥐색,"3,342cc",0,사고,1,1,1,1,0,0,0,0
쉐보레(GM대우) 더 뉴 말리부 1.3 터보 LS 디럭스,"1,190만원",19년 3월식,"59,642km",가솔린,,쥐색,"1,341cc",0,단순수리,0,0,0,1,0,0,0,0
현대 쏘나타 DN8 2.0 LPi(렌터카용) 스타일,"1,650만원",21년 5월식,"53,400km",LPG,,은색,"1,999cc",0,무사고,1,0,1,1,0,0,0,0
현대 그랜저 HG HG300 익스클루시브,"1,030만원",13년 12월식(14년형),"110,655km",가솔린,,검정색,"2,999cc",0,무사고,1,1,1,1,0,0,0,0
르노코리아(삼성) SM7 노바 LPLI 2.0 LPe 세부등급없음,770만원,15년 12월식(16년형),"123,177km",LPG,,흰색,"1,998cc",0,무사고,1,0,1,1,0,0,0,1
현대 아반떼 (CN7) 가솔린 1.6 모던,"1,980만원",21년 1월식,"5,094km",가솔린,,쥐색,"1,598cc",0,무사고,1,1,1,1,0,0,0,0
현대 캐스퍼 가솔린 1.0 터보 스마트,"1,450만원",22년 9월식(23년형),"8,943km",가솔린,,진주색,998cc,0,무사고,0,0,1,1,0,0,0,0
기아 레이 프레스티지,790만원,13년 2월식,"75,601km",가솔린,,흰색,998cc,0,무사고,1,0,1,1,0,0,0,1
기아 K7 프리미어 가솔린 2.5 노블레스,"2,070만원",19년 9월식(20년형),"105,442km",가솔린,,검정색,"2,497cc",0,단순수리,1,1,1,1,0,0,0,0
기아 올 뉴 K7 2.4 GDI 프레스티지,"1,820만원",19년 6월식,"38,490km",가솔린,,검정색,"2,359cc",0,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 K7 3.0 GDI 프레스티지,"1,050만원",15년 6월식,"132,798km",가솔린,,흰색,"2,999cc",0,단순수리,1,1,1,1,0,0,0,0
기아 모하비 4WD KV300 세부등급 없음,"1,990만원",15년 7월식,"43,652km",디젤,,흰색,"2,959cc",0,무사고,1,1,1,1,0,0,0,0
푸조 308 3세대 1.5 BlueHDI GT,"2,950만원",22년 11월식,"13,707km",디젤,,연두색,"1,499cc",0,무사고,1,0,1,1,0,0,0,0
기아 카니발 (4세대) 디젤 2.2 (9인승) 노블레스,"3,350만원",21년 2월식,"55,900km",디젤,,흰색,"2,151cc",0,무사고,1,1,1,0,0,0,0,0
현대 올 뉴 투싼 TL 가솔린 1.6 터보 2WD 얼티밋에디션,"2,200만원",18년 12월식(19년형),"65,867km",가솔린,,검정색,"1,591cc",0,단순수리,1,1,1,1,0,0,0,0
기아 올 뉴 K7 2.4 GDI 프레스티지,"1,370만원",18년 8월식,"87,189km",가솔린,,검정색,"2,359cc",0,사고,1,1,1,1,0,0,0,0
제네시스 G80 (RG3) 가솔린 터보 2.5 AWD,"5,270만원",22년 1월식,"19,666km",가솔린,,흰색,"2,497cc",0,무사고,1,1,1,0,0,0,0,0
현대 넥쏘 프리미엄,"2,450만원",21년 4월식,"37,735km",수소전기,,흰색,1cc,0,무사고,1,1,1,0,0,0,0,0
현대 i30 (PD) 1.4 터보 프리미엄,"1,330만원",17년 6월식(18년형),"64,849km",가솔린,,흰색,"1,353cc",0,단순수리,1,0,1,1,0,0,0,0
제네시스 G90 가솔린 4WD 3.8 럭셔리,"4,070만원",20년 4월식,"106,141km",가솔린,,검정색,"3,778cc",0,무사고,1,1,1,0,0,0,0,0
KG모빌리티(쌍용) 렉스턴 스포츠 디젤 2.2 4WD 노블레스,"1,630만원",18년 3월식,"135,728km",디젤,,쥐색,"2,157cc",0,무사고,1,1,1,1,0,0,0,0
기아 K8 하이브리드 시그니처,"3,690만원",21년 11월식(22년형),"51,898km",가솔린+전기,,쥐색,"1,598cc",0,무사고,1,1,1,0,0,0,0,0
현대 그랜저 HG HG300 프리미엄,890만원,14년 5월식,"125,646km",가솔린,,검정색,"2,999cc",0,단순수리,1,1,1,1,0,0,0,0
제네시스 G70 3.3T 스포츠 AWD 슈프림,"2,820만원",18년 12월식,"47,431km",가솔린,,쥐색,"3,342cc",0,무사고,1,1,1,0,0,0,0,0
기아 니로 프레스티지,"1,540만원",17년 9월식(18년형),"102,760km",가솔린+전기,,청색,"1,580cc",0,무사고,1,1,1,1,0,0,0,0
현대 YF 쏘나타 CVVL 럭셔리,700만원,12년 6월식,"101,276km",가솔린,,흰색,"1,999cc",0,단순수리,1,0,1,1,0,0,0,1
KG모빌리티(쌍용) 티볼리 아머 TX 2WD,"1,120만원",18년 4월식,"50,121km",가솔린,,쥐색,"1,597cc",0,무사고,0,0,1,0,0,0,0,0
기아 올 뉴 프라이드 1.4 MPI 세단 디럭스,630만원,12년 8월식,"69,151km",가솔린,,흰색,"1,396cc",0,무사고,1,0,0,0,0,0,0,1
제네시스 GV70 디젤 2.2 스포츠 AWD,"5,050만원",22년 3월식,"16,084km",디젤,,흰색,"2,151cc",0,무사고,1,1,1,0,0,0,0,0
제네시스 G80 3.3 T-GDI AWD 스포츠,"2,750만원",17년 2월식,"128,769km",가솔린,,흰색,"3,342cc",0,무사고,1,1,1,0,0,0,0,0
현대 그랜저 IG 2.4 프리미엄 세부등급 없음,"1,790만원",19년 1월식,"95,687km",가솔린,,검정색,"2,359cc",0,무사고,1,1,1,1,0,0,0,0
현대 더 뉴 그랜저 하이브리드 가솔린 2.4 하이브리드 익스클루시브,"3,480만원",21년 1월식,"30,032km",가솔린+전기,,쥐색,"2,359cc",0,무사고,1,1,1,0,0,0,0,0
르노코리아(삼성) 클리오 인텐스,920만원,18년 6월식,"71,378km",디젤,,흰색,"1,461cc",0,무사고,1,0,1,1,0,0,0,0
벤츠 CLA-클래스 C117 CLA200 d Night Package,"1,620만원",16년 3월식,"77,379km",디젤,,흰색,"2,143cc",0,단순수리,1,0,0,1,0,0,0,1
쉐보레(GM대우) 더 뉴 스파크 프리미어,"1,000만원",21년 3월식,"21,718km",가솔린,,쥐색,999cc,0,무사고,1,0,0,1,0,0,0,1
기아 디 올 뉴 스포티지 하이브리드 가솔린 터보 1.6 2WD 시그니처,"3,510만원",21년 8월식(22년형),"22,197km",가솔린+전기,,쥐색,"1,598cc",0,무사고,1,1,1,1,0,0,0,0
현대 투싼 ix 디젤 2WD LX20 럭셔리,750만원,12년 9월식(13년형),"96,564km",디젤,,쥐색,"1,995cc",0,무사고,1,0,0,1,0,0,0,1
기아 스포티지 4세대 디젤 1.7 2WD 노블레스 세부등급 없음,"1,130만원",16년 2월식,"88,100km",디젤,,청색,"1,685cc",0,단순수리,1,0,1,1,0,0,0,1
현대 쏘나타 DN8 2.0 가솔린 인스퍼레이션,"2,370만원",20년 2월식,"70,965km",가솔린,,흰색,"1,999cc",0,무사고,1,1,1,0,0,0,0,0
기아 더 뉴 레이 프레스티지,"1,500만원",20년 5월식,"7,741km",가솔린,,흰색,998cc,0,무사고,1,0,1,1,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.0 2WD 프레스티지,"1,680만원",18년 10월식(19년형),"95,727km",디젤,,쥐색,"1,995cc",0,무사고,1,1,1,1,0,0,0,0
현대 캐스퍼 가솔린 1.0 디 에센셜,"1,500만원",23년 4월식,"3,304km",가솔린,,흰색,998cc,0,단순수리,1,1,1,1,0,0,0,0
르노코리아(삼성) SM3 네오 LE,680만원,16년 12월식,"85,630km",가솔린,,쥐색,"1,598cc",0,무사고,1,0,0,1,0,0,0,1
현대 올 뉴 투싼 TL 디젤 2.0 2WD 모던,"1,880만원",18년 12월식(19년형),"42,087km",디젤,,쥐색,"1,995cc",0,무사고,1,1,1,1,0,0,0,0
기아 K5 2.0 프레스티지 기본형,700만원,11년 10월식(12년형),"120,280km",가솔린,,흰색,"1,998cc",0,단순수리,1,0,1,1,0,0,0,1
기아 K7 프리미어 가솔린 2.5 노블레스,"2,840만원",21년 3월식,"4,956km",가솔린,,쥐색,"2,497cc",0,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 쏘렌토 디젤 2.0 2WD 럭셔리,"1,840만원",19년 12월식(20년형),"56,996km",디젤,,은색,"1,995cc",0,무사고,1,0,1,0,0,0,0,1
기아 카니발 (4세대) 디젤 2.2 (9인승) 시그니처,"3,970만원",23년 1월식,"31,808km",디젤,,쥐색,"2,151cc",0,무사고,1,1,1,0,0,0,0,0
현대 싼타페 더 프라임 디젤 2.2 2WD 익스클루시브 스페셜,"1,480만원",16년 9월식(17년형),"131,627km",디젤,,흰색,"2,199cc",0,단순수리,1,1,1,1,0,0,0,0
현대 더 뉴 싼타페 디젤 2.2 2WD 캘리그래피,"3,120만원",21년 3월식,"49,532km",디젤,,청색,"2,151cc",0,무사고,1,1,1,0,0,0,0,0
쉐보레(GM대우) 어메이징 뉴 크루즈 1.4 터보 LTZ,630만원,15년 11월식(16년형),"99,176km",가솔린,,흰색,"1,362cc",0,단순수리,1,0,0,1,0,0,0,1
현대 더 뉴 그랜저 가솔린 2.5 프리미엄 초이스,"2,390만원",20년 8월식,"68,552km",가솔린,,검정색,"2,497cc",0,무사고,1,1,1,1,0,0,0,0
기아 셀토스 디젤 1.6 2WD 노블레스,"1,990만원",19년 10월식(20년형),"30,347km",디젤,,흰색,"1,598cc",0,사고,1,1,1,1,0,0,0,0
기아 더 뉴 모닝 럭셔리,650만원,15년 9월식(16년형),"83,457km",가솔린,,자주색,998cc,0,무사고,1,0,1,1,0,0,0,1
현대 그랜저 HG HG300 로얄,"1,120만원",12년 5월식,"69,495km",가솔린,,검정색,"2,999cc",0,무사고,1,1,1,1,0,0,0,0
기아 스포티지 더 볼드 디젤 2.0 2WD 인텔리전트,"2,020만원",19년 1월식,"50,638km",디젤,,흰색,"1,995cc",0,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 K9 3.3 GDI 이그제큐티브,"1,650만원",16년 7월식,"122,523km",가솔린,,검정색,"3,342cc",0,사고,1,1,1,1,0,0,0,0
현대 쏘나타 DN8 2.0 가솔린 프리미엄,"1,770만원",19년 5월식(20년형),"57,999km",가솔린,,흰색,"1,999cc",0,단순수리,1,0,1,1,0,0,0,0
벤츠 E-클래스 W213 E220d 아방가르드,"2,870만원",19년 5월식,"58,191km",디젤,,검정색,"1,950cc",0,단순수리,1,0,1,1,0,0,0,0
현대 아반떼 AD 1.6 GDI 밸류 플러스,"1,380만원",18년 4월식,"27,002km",가솔린,,흰색,"1,591cc",0,단순수리,1,0,1,1,0,0,0,1
쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD 프리미어,"2,180만원",22년 7월식,"6,621km",가솔린,,흰색,"1,341cc",0,무사고,1,1,0,1,0,0,0,0
기아 더 뉴 스포티지 R 디젤 2WD W 스페셜,890만원,14년 7월식,"138,067km",디젤,,흰색,"1,995cc",0,사고,1,0,1,1,0,0,0,1
지프 레니게이드 2.4 리미티드,"1,990만원",21년 2월식,"80,135km",가솔린,,진주색,"2,360cc",0,무사고,1,0,1,1,0,0,0,0
쉐보레(GM대우) 트래버스 가솔린 4WD 3.6 AWD 레드라인,"3,150만원",20년 8월식,"34,210km",가솔린,,검정색,"3,564cc",0,단순수리,1,1,1,0,0,0,0,0
쉐보레(GM대우) 트랙스 1.6 디젤 LT 래더패키지,750만원,16년 9월식,"130,467km",디젤,,흰색,"1,598cc",0,무사고,1,0,1,0,0,0,0,1
현대 그랜저 뉴 럭셔리 Q270 럭셔리 스마트팩,590만원,09년 3월식,"77,167km",가솔린,,검정색,"2,656cc",0,단순수리,1,0,1,1,0,0,0,1
현대 투싼 하이브리드 (4세대) 1.6 터보 2WD 인스퍼레이션,"3,450만원",23년 3월식,"25,857km",가솔린+전기,,쥐색,"1,598cc",0,무사고,1,1,1,0,0,0,0,0
쉐보레(GM대우) 트레일블레이저 1.3 가솔린 터보 2WD RS,"2,070만원",21년 1월식(22년형),"27,120km",가솔린,,흰색,"1,341cc",0,단순수리,1,1,0,1,0,0,0,0
기아 더 뉴 봉고III 트럭 CRDi 카고 1톤 2WD 초장축 더블캡 GLS,"2,120만원",21년 4월식(22년형),"26,308km",디젤,,흰색,"2,497cc",0,무사고,1,1,0,0,0,0,0,1
기아 레이 럭셔리,750만원,12년 7월식,"56,915km",가솔린,,하늘색,998cc,0,무사고,1,0,0,0,0,0,0,1
현대 LF 쏘나타 2.0 스마트 세부등급 없음,930만원,14년 8월식(15년형),"119,375km",가솔린,,청색,"1,999cc",0,단순수리,1,0,0,1,0,0,0,1
현대 쏘나타 DN8 하이브리드 인스퍼레이션,"2,450만원",20년 10월식(21년형),"74,840km",가솔린+전기,,흰색,"1,999cc",0,무사고,1,1,1,1,0,0,0,0
현대 그랜저 IG 2.4 프리미엄 스페셜,"1,720만원",17년 5월식(18년형),"80,494km",가솔린,,쥐색,"2,359cc",0,사고,1,1,1,1,0,0,0,0
현대 쏘나타 더 브릴리언트 CVVL 어트랙션,990만원,13년 7월식(14년형),"65,640km",가솔린,,흰색,"1,999cc",0,무사고,1,1,1,1,0,0,0,0
기아 K7 프리미어 가솔린 2.5 노블레스,"2,170만원",19년 9월식(20년형),"61,568km",가솔린,,청색,"2,497cc",0,무사고,1,1,1,1,0,0,0,0
현대 LF 쏘나타 LPI 프리미엄 스페셜,"1,180만원",15년 5월식,"105,879km",LPG,,갈색,"1,999cc",0,무사고,1,0,1,1,0,0,0,1
기아 올 뉴 모닝 럭셔리,560만원,13년 1월식,"72,441km",가솔린,,진주색,998cc,0,단순수리,1,0,0,1,0,0,0,1
현대 팰리세이드 디젤 2.2 2WD 캘리그래피 (7인승),"4,080만원",22년 1월식,"16,552km",디젤,,흰색,"2,199cc",0,무사고,1,1,1,0,0,0,0,0
볼보 S60 D3 2세대,"1,290만원",16년 6월식,"73,253km",디젤,,은회색,"1,969cc",0,무사고,1,0,1,1,0,0,0,0
현대 싼타페 더 프라임 디젤 2.2 4WD 익스클루시브 스페셜,"1,970만원",16년 1월식,"81,116km",디젤,,검정색,"2,199cc",0,무사고,1,1,1,0,0,0,0,0
현대 에쿠스(신형) VS380 모던,"1,850만원",15년 1월식,"62,772km",가솔린,,검정색,"3,778cc",0,무사고,1,1,1,1,0,0,0,0
르노코리아(삼성) 뉴QM5 디젤 4WD SE,690만원,13년 7월식(14년형),"73,894km",디젤,,갈색,"1,995cc",0,무사고,1,0,1,0,0,0,0,0
기아 더 뉴 모닝 스마트,470만원,15년 8월식(16년형),"119,516km",가솔린,,흰색,998cc,0,사고,0,0,0,0,0,0,0,1
기아 쏘울 부스터 EV 노블레스,"2,350만원",20년 2월식,"92,987km",전기,,청색,180cc,0,무사고,1,1,1,1,0,0,0,0
현대 그랜저 IG 2.4 프리미엄 세부등급 없음,"1,840만원",17년 8월식(18년형),"41,393km",가솔린,,은색,"2,359cc",0,사고,1,1,1,1,0,0,0,0
기아 올 뉴 쏘렌토 디젤 2.0 2WD 노블레스 스페셜,"1,650만원",16년 2월식,"89,997km",디젤,,쥐색,"1,995cc",0,단순수리,1,1,1,1,0,0,0,0
현대 맥스크루즈 디젤(e-VGT) 2.2 4WD 익스클루시브 기본형,"1,450만원",13년 7월식(14년형),"101,339km",디젤,,은회색,"2,199cc",0,무사고,1,1,1,1,0,0,0,0
현대 그랜저 IG 2.4 프리미엄 세부등급 없음,"1,670만원",18년 9월식(19년형),"116,355km",가솔린,,쥐색,"2,359cc",0,무사고,1,1,1,1,0,0,0,0
기아 더 뉴 레이 시그니처,"1,370만원",20년 7월식(21년형),"31,299km",가솔린,,검정색,998cc,0,무사고,1,0,1,1,0,0,0,1
랜드로버 디스커버리 스포츠 2.0 TD4 SE (150마력),"2,450만원",19년 12월식,"44,276km",디젤,,흰색,"1,999cc",0,무사고,1,0,1,1,0,0,0,0
기아 K5 3세대 가솔린 2.0 프레스티지,"1,980만원",20년 4월식,"50,654km",가솔린,,흰색,"1,999cc",0,단순수리,1,1,1,1,0,0,0,0
쉐보레(GM대우) 더 넥스트 스파크 LTZ,870만원,16년 3월식,"10,349km",가솔린,,진주색,999cc,0,무사고,1,0,0,1,0,0,0,0
기아 K3 트렌디,890만원,14년 6월식(15년형),"85,859km",가솔린,,흰색,"1,591cc",0,단순수리,1,0,1,1,0,0,0,1
제네시스 G70 2.2D 어드밴스드,"2,430만원",19년 1월식,"68,817km",디젤,,검정색,"2,199cc",0,단순수리,1,1,1,1,0,0,0,0
포드 익스플로러 2.3 리미티드 4WD 5세대,"2,230만원",19년 4월식,"116,739km",가솔린,,흰색,"2,261cc",0,무사고,1,1,1,1,0,0,0,0
KG모빌리티(쌍용) 토레스 가솔린 1.5 2WD T7,"2,690만원",22년 7월식(23년형),"17,863km",가솔린,,흰색,"1,497cc",0,무사고,1,1,1,1,0,0,0,0
기아 올 뉴 K7 2.4 GDI  노블레스,"1,590만원",19년 6월식,"68,757km",가솔린,,검정색,"2,359cc",0,사고,1,1,1,1,0,0,0,0
기아 올 뉴 쏘렌토 디젤 2.0 2WD 노블레스,"1,770만원",16년 10월식(17년형),"72,683km",디젤,,검정색,"1,995cc",0,무사고,1,1,1,1,0,0,0,0
지프 컴패스 2.4 리미티드 AWD 1세대,650만원,12년 7월식,"83,088km",가솔린,,쥐색,"2,360cc",0,단순수리,1,0,0,0,0,0,0,1
벤츠 E-클래스 W212 E200 카브리올레,"2,120만원",15년 11월식(16년형),"92,866km",가솔린,,흰색,"1,991cc",0,무사고,1,0,1,1,0,0,0,1
쉐보레(GM대우) 말리부 2.0 LTZ 디럭스팩(블랙휠),750만원,15년 2월식,"100,006km",가솔린,,흰색,"1,998cc",0,무사고,1,0,0,1,0,0,0,0
현대 더 뉴 싼타페 가솔린 2.5 4WD 캘리그래피,"4,180만원",23년 9월식,"2,608km",가솔린,,갈색,"2,497cc",0,무사고,1,1,1,0,0,0,0,0
현대 LF 쏘나타 2.0 터보 익스클루시브,"1,260만원",15년 10월식(16년형),"119,479km",가솔린,,청색,"1,998cc",0,무사고,1,1,1,1,0,0,0,0
현대 싼타페 TM 가솔린 2.0T 4WD 인스퍼레이션,"2,670만원",19년 6월식(20년형),"68,596km",가솔린,,청색,"1,998cc",0,무사고,1,1,1,0,0,0,0,0
현대 그랜저 하이브리드 (GN7) 가솔린 터보 1.6 하이브리드 캘리그래피,"5,250만원",23년 6월식,"8,459km",가솔린+전기,,검정색,"1,598cc",0,무사고,1,1,1,0,0,0,0,0
기아 스토닉 1.4 가솔린 프레스티지,"1,380만원",18년 7월식,"28,545km",가솔린,,청색,"1,368cc",0,무사고,1,0,1,1,0,0,0,1
기아 더 뉴 K5 2세대 1.6 터보 노블레스 스페셜,"1,770만원",19년 1월식,"86,680km",가솔린,,검정색,"1,591cc",0,무사고,1,1,1,0,0,0,0,0
기아 올 뉴 모닝 럭셔리,650만원,14년 10월식(15년형),"51,914km",가솔린,,하늘색,998cc,0,무사고,1,0,1,1,0,0,0,1
현대 쏘나타 DN8 1.6 터보 인스퍼레이션,"2,600만원",21년 5월식,"33,464km",가솔린,,쥐색,"1,598cc",0,단순수리,1,1,1,0,0,0,0,0
현대 쏘나타 DN8 2.0 가솔린 프리미엄 패밀리,"2,050만원",19년 12월식(20년형),"36,675km",가솔린,,청색,"1,999cc",0,무사고,1,1,1,1,0,0,0,0
르노코리아(삼성) SM3 네오 RE,780만원,16년 2월식,"88,734km",가솔린,,진주색,"1,598cc",0,무사고,1,0,1,1,0,0,0,1
현대 쏘나타 DN8 2.0 LPi(렌터카용) 스타일,"1,290만원",20년 5월식(21년형),"114,886km",LPG,,검정색,"1,999cc",0,단순수리,1,0,0,1,0,0,0,1
포드 익스플로러 6세대 가솔린 4WD 2.3 리미티드,"3,750만원",20년 9월식,"16,215km",가솔린,,흰색,"2,261cc",0,사고,1,1,1,1,0,0,0,0
르노코리아(삼성) XM3 하이브리드 RE,"2,350만원",22년 11월식(23년형),"69,681km",가솔린+전기,,흰색,"1,598cc",0,무사고,1,1,0,1,0,0,0,0
기아 셀토스 디젤 1.6 2WD 노블레스,"2,190만원",20년 2월식,"48,187km",디젤,,검정색,"1,598cc",0,무사고,1,1,1,1,0,0,0,0
기아 K5 2세대 2.0 MX 럭셔리,"1,350만원",17년 9월식(18년형),"25,347km",가솔린,,흰색,"1,999cc",0,무사고,1,0,0,0,0,0,0,1
르노코리아(삼성) 더 뉴 SM6 가솔린 터보 1.8 인스파이어,"3,080만원",23년 6월식(24년형),"18,738km",가솔린,,흰색,"1,798cc",0,무사고,1,1,1,1,0,0,0,0
현대 그랜저 HG 하이브리드 프리미엄,"1,330만원",14년 1월식,"92,777km",가솔린+전기,,검정색,"2,359cc",0,단순수리,1,1,1,1,0,0,0,0
기아 더 뉴 K5 LPI 디럭스,830만원,13년 10월식(14년형),"33,936km",LPG,,은색,"1,999cc",0,무사고,0,0,1,1,0,0,0,1
기아 더 뉴 모닝 밴 고급형,450만원,16년 5월식,"74,557km",가솔린,,흰색,998cc,0,무사고,0,0,0,0,0,0,0,0
현대 포터2 CRDi 카고 초장축 슈퍼캡  스마트,"1,320만원",20년 6월식,"58,242km",디젤,,청색,"2,497cc",0,단순수리,1,0,0,0,0,0,0,1
미니 쿠퍼 클럽맨(2세대 F/L) JCW ALL4,"3,890만원",22년 4월식,"12,627km",가솔린,,검정색,"1,998cc",0,무사고,1,0,1,1,0,0,0,0
현대 그랜저 IG 2.4 프리미엄 세부등급 없음,"1,970만원",18년 3월식,"49,371km",가솔린,,흰색,"2,359cc",0,무사고,1,1,1,1,0,0,0,0
아우디 A4 (B9) 40 TFSI,"3,290만원",22년 5월식,"23,321km",가솔린,,흰색,"1,984cc",0,무사고,1,0,1,1,0,0,0,0
현대 아반떼 AD 1.6 GDI 밸류 플러스,"1,350만원",18년 8월식,"60,441km",가솔린,,흰색,"1,591cc",0,무사고,1,0,1,1,0,0,0,1
쉐보레(GM대우) 스파크 시티팝 에디션,610만원,15년 6월식,"39,788km",가솔린,,흰색,995cc,0,무사고,1,0,1,0,0,0,0,1
제네시스 G70 2.0T 엘리트,"3,150만원",20년 1월식,"49,501km",가솔린,,검정색,"1,998cc",0,무사고,1,1,1,1,0,0,0,0
현대 더 뉴 그랜저 하이브리드 가솔린 2.4 하이브리드 익스클루시브,"3,080만원",20년 2월식,"74,651km",가솔린+전기,,검정색,"2,359cc",0,무사고,1,1,1,0,0,0,0,0
기아 카니발 (4세대) 디젤 2.2 (9인승) 시그니처,"3,890만원",23년 10월식,"5,648km",디젤,,검정색,"2,151cc",0,무사고,1,1,1,1,0,0,0,0
